# Viterbi_decoding posterior_decoding posterior_mean
0.32 0.32 .321453
0.32 0.32 .321447
0.32 0.32 .321441
0.32 0.32 .321435
0.32 0.32 .321429
0.32 0.32 .321423
0.32 0.32 .321418
0.32 0.32 .321412
0.32 0.32 .321406
0.32 0.32 .321401
0.32 0.32 .321395
0.32 0.32 .321390
0.32 0.32 .321384
0.32 0.32 .321379
0.32 0.32 .321373
0.32 0.32 .321368
0.32 0.32 .321363
0.32 0.32 .321357
0.32 0.32 .321352
0.32 0.32 .321347
0.32 0.32 .321342
0.32 0.32 .321337
0.32 0.32 .321332
0.32 0.32 .321327
0.32 0.32 .321322
0.32 0.32 .321317
0.32 0.32 .321312
0.32 0.32 .321307
0.32 0.32 .321302
0.32 0.32 .321297
0.32 0.32 .321292
0.32 0.32 .321288
0.32 0.32 .321283
0.32 0.32 .321278
0.32 0.32 .321274
0.32 0.32 .321269
0.32 0.32 .321265
0.32 0.32 .321260
0.32 0.32 .321256
0.32 0.32 .321251
0.32 0.32 .321247
0.32 0.32 .321243
0.32 0.32 .321238
0.32 0.32 .321234
0.32 0.32 .321230
0.32 0.32 .321226
0.32 0.32 .321221
0.32 0.32 .321217
0.32 0.32 .321213
0.32 0.32 .321209
0.32 0.32 .321205
0.32 0.32 .321201
0.32 0.32 .321197
0.32 0.32 .321193
0.32 0.32 .321189
0.32 0.32 .321185
0.32 0.32 .321181
0.32 0.32 .321178
0.32 0.32 .321174
0.32 0.32 .321170
0.32 0.32 .321166
0.32 0.32 .321163
0.32 0.32 .321159
0.32 0.32 .321155
0.32 0.32 .321152
0.32 0.32 .321148
0.32 0.32 .321145
0.32 0.32 .321141
0.32 0.32 .321138
0.32 0.32 .321134
0.32 0.32 .321131
0.32 0.32 .321128
0.32 0.32 .321124
0.32 0.32 .321121
0.32 0.32 .321118
0.32 0.32 .321114
0.32 0.32 .321111
0.32 0.32 .321108
0.32 0.32 .321105
0.32 0.32 .321101
0.32 0.32 .321098
0.32 0.32 .321095
0.32 0.32 .321092
0.32 0.32 .321089
0.32 0.32 .321086
0.32 0.32 .321083
0.32 0.32 .321080
0.32 0.32 .321077
0.32 0.32 .321074
0.32 0.32 .321071
0.32 0.32 .321068
0.32 0.32 .321066
0.32 0.32 .321063
0.32 0.32 .321060
0.32 0.32 .321057
0.32 0.32 .321055
0.32 0.32 .321052
0.32 0.32 .321049
0.32 0.32 .321047
0.32 0.32 .321044
0.32 0.32 .321041
0.32 0.32 .321039
0.32 0.32 .321036
0.32 0.32 .321034
0.32 0.32 .321031
0.32 0.32 .321029
0.32 0.32 .321026
0.32 0.32 .321024
0.32 0.32 .321021
0.32 0.32 .321019
0.32 0.32 .321017
0.32 0.32 .321014
0.32 0.32 .321012
0.32 0.32 .321010
0.32 0.32 .321007
0.32 0.32 .321005
0.32 0.32 .321003
0.32 0.32 .321001
0.32 0.32 .320998
0.32 0.32 .320996
0.32 0.32 .320994
0.32 0.32 .320992
0.32 0.32 .320990
0.32 0.32 .320988
0.32 0.32 .320986
0.32 0.32 .320984
0.32 0.32 .320982
0.32 0.32 .320980
0.32 0.32 .320978
0.32 0.32 .320976
0.32 0.32 .320974
0.32 0.32 .320972
0.32 0.32 .320970
0.32 0.32 .320968
0.32 0.32 .320967
0.32 0.32 .320965
0.32 0.32 .320963
0.32 0.32 .320961
0.32 0.32 .320959
0.32 0.32 .320958
0.32 0.32 .320956
0.32 0.32 .320954
0.32 0.32 .320953
0.32 0.32 .320951
0.32 0.32 .320949
0.32 0.32 .320948
0.32 0.32 .320946
0.32 0.32 .320945
0.32 0.32 .320943
0.32 0.32 .320942
0.32 0.32 .320940
0.32 0.32 .320939
0.32 0.32 .320937
0.32 0.32 .320936
0.32 0.32 .320934
0.32 0.32 .320933
0.32 0.32 .320931
0.32 0.32 .320930
0.32 0.32 .320929
0.32 0.32 .320927
0.32 0.32 .320926
0.32 0.32 .320925
0.32 0.32 .320924
0.32 0.32 .320922
0.32 0.32 .320921
0.32 0.32 .320920
0.32 0.32 .320919
0.32 0.32 .320918
0.32 0.32 .320916
0.32 0.32 .320915
0.32 0.32 .320914
0.32 0.32 .320913
0.32 0.32 .320912
0.32 0.32 .320911
0.32 0.32 .320910
0.32 0.32 .320909
0.32 0.32 .320908
0.32 0.32 .320907
0.32 0.32 .320906
0.32 0.32 .320905
0.32 0.32 .320904
0.32 0.32 .320903
0.32 0.32 .320902
0.32 0.32 .320901
0.32 0.32 .320901
0.32 0.32 .320900
0.32 0.32 .320899
0.32 0.32 .320898
0.32 0.32 .320897
0.32 0.32 .320897
0.32 0.32 .320896
0.32 0.32 .320895
0.32 0.32 .320894
0.32 0.32 .320894
0.32 0.32 .320893
0.32 0.32 .320892
0.32 0.32 .320892
0.32 0.32 .320891
0.32 0.32 .320890
0.32 0.32 .320890
0.32 0.32 .320889
0.32 0.32 .320889
0.32 0.32 .320888
0.32 0.32 .320888
0.32 0.32 .320887
0.32 0.32 .320887
0.32 0.32 .320886
0.32 0.32 .320886
0.32 0.32 .320885
0.32 0.32 .320885
0.32 0.32 .320885
0.32 0.32 .320884
0.32 0.32 .320884
0.32 0.32 .320883
0.32 0.32 .320883
0.32 0.32 .320883
0.32 0.32 .320883
0.32 0.32 .320882
0.32 0.32 .320882
0.32 0.32 .320882
0.32 0.32 .320882
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320880
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320881
0.32 0.32 .320882
0.32 0.32 .320882
0.32 0.32 .320882
0.32 0.32 .320882
0.32 0.32 .320883
0.32 0.32 .320883
0.32 0.32 .320883
0.32 0.32 .320884
0.32 0.32 .320884
0.32 0.32 .320884
0.32 0.32 .320885
0.32 0.32 .320885
0.32 0.32 .320885
0.32 0.32 .320886
0.32 0.32 .320886
0.32 0.32 .320887
0.32 0.32 .320887
0.32 0.32 .320888
0.32 0.32 .320888
0.32 0.32 .320889
0.32 0.32 .320889
0.32 0.32 .320890
0.32 0.32 .320891
0.32 0.32 .320891
0.32 0.32 .320892
0.32 0.32 .320892
0.32 0.32 .320893
0.32 0.32 .320894
0.32 0.32 .320894
0.32 0.32 .320895
0.32 0.32 .320896
0.32 0.32 .320897
0.32 0.32 .320897
0.32 0.32 .320898
0.32 0.32 .320899
0.32 0.32 .320900
0.32 0.32 .320901
0.32 0.32 .320902
0.32 0.32 .320902
0.32 0.32 .320903
0.32 0.32 .320904
0.32 0.32 .320905
0.32 0.32 .320906
0.32 0.32 .320907
0.32 0.32 .320908
0.32 0.32 .320909
0.32 0.32 .320910
0.32 0.32 .320911
0.32 0.32 .320912
0.32 0.32 .320913
0.32 0.32 .320914
0.32 0.32 .320916
0.32 0.32 .320917
0.32 0.32 .320918
0.32 0.32 .320919
0.32 0.32 .320920
0.32 0.32 .320921
0.32 0.32 .320923
0.32 0.32 .320924
0.32 0.32 .320925
0.32 0.32 .320926
0.32 0.32 .320928
0.32 0.32 .320929
0.32 0.32 .320930
0.32 0.32 .320932
0.32 0.32 .320933
0.32 0.32 .320935
0.32 0.32 .320936
0.32 0.32 .320937
0.32 0.32 .320939
0.32 0.32 .320940
0.32 0.32 .320942
0.32 0.32 .320943
0.32 0.32 .320945
0.32 0.32 .320946
0.32 0.32 .320948
0.32 0.32 .320950
0.32 0.32 .320951
0.32 0.32 .320953
0.32 0.32 .320955
0.32 0.32 .320956
0.32 0.32 .320958
0.32 0.32 .320960
0.32 0.32 .320961
0.32 0.32 .320963
0.32 0.32 .320965
0.32 0.32 .320967
0.32 0.32 .320969
0.32 0.32 .320970
0.32 0.32 .320972
0.32 0.32 .320974
0.32 0.32 .320976
0.32 0.32 .320978
0.32 0.32 .320980
0.32 0.32 .320982
0.32 0.32 .320984
0.32 0.32 .320986
0.32 0.32 .320988
0.32 0.32 .320990
0.32 0.32 .320992
0.32 0.32 .320994
0.32 0.32 .320996
0.32 0.32 .320999
0.32 0.32 .321001
0.32 0.32 .321003
0.32 0.32 .321005
0.32 0.32 .321007
0.32 0.32 .321010
0.32 0.32 .321012
0.32 0.32 .321014
0.32 0.32 .321017
0.32 0.32 .321019
0.32 0.32 .321021
0.32 0.32 .321024
0.32 0.32 .321026
0.32 0.32 .321029
0.32 0.32 .321031
0.32 0.32 .321034
0.32 0.32 .321036
0.32 0.32 .321039
0.32 0.32 .321041
0.32 0.32 .321044
0.32 0.32 .321046
0.32 0.32 .321049
0.32 0.32 .321052
0.32 0.32 .321054
0.32 0.32 .321057
0.32 0.32 .321060
0.32 0.32 .321063
0.32 0.32 .321065
0.32 0.32 .321068
0.32 0.32 .321071
0.32 0.32 .321074
0.32 0.32 .321077
0.32 0.32 .321080
0.32 0.32 .321083
0.32 0.32 .321086
0.32 0.32 .321089
0.32 0.32 .321092
0.32 0.32 .321095
0.32 0.32 .321098
0.32 0.32 .321101
0.32 0.32 .321104
0.32 0.32 .321107
0.32 0.32 .321110
0.32 0.32 .321113
0.32 0.32 .321117
0.32 0.32 .321120
0.32 0.32 .321123
0.32 0.32 .321127
0.32 0.32 .321130
0.32 0.32 .321133
0.32 0.32 .321137
0.32 0.32 .321140
0.32 0.32 .321144
0.32 0.32 .321147
0.32 0.32 .321151
0.32 0.32 .321154
0.32 0.32 .321158
0.32 0.32 .321161
0.32 0.32 .321165
0.32 0.32 .321169
0.32 0.32 .321172
0.32 0.32 .321176
0.32 0.32 .321180
0.32 0.32 .321184
0.32 0.32 .321187
0.32 0.32 .321191
0.32 0.32 .321195
0.32 0.32 .321199
0.32 0.32 .321203
0.32 0.32 .321207
0.32 0.32 .321211
0.32 0.32 .321215
0.32 0.32 .321219
0.32 0.32 .321223
0.32 0.32 .321227
0.32 0.32 .321232
0.32 0.32 .321236
0.32 0.32 .321240
0.32 0.32 .321244
0.32 0.32 .321249
0.32 0.32 .321253
0.32 0.32 .321257
0.32 0.32 .321262
0.32 0.32 .321266
0.32 0.32 .321271
0.32 0.32 .321275
0.32 0.32 .321280
0.32 0.32 .321284
0.32 0.32 .321289
0.32 0.32 .321293
0.32 0.32 .321298
0.32 0.32 .321303
0.32 0.32 .321308
0.32 0.32 .321312
0.32 0.32 .321317
0.32 0.32 .321322
0.32 0.32 .321327
0.32 0.32 .321332
0.32 0.32 .321337
0.32 0.32 .321342
0.32 0.32 .321347
0.32 0.32 .321352
0.32 0.32 .321357
0.32 0.32 .321362
0.32 0.32 .321368
0.32 0.32 .321373
0.32 0.32 .321378
0.32 0.32 .321384
0.32 0.32 .321389
0.32 0.32 .321394
0.32 0.32 .321400
0.32 0.32 .321405
0.32 0.32 .321411
0.32 0.32 .321416
0.32 0.32 .321422
0.32 0.32 .321428
0.32 0.32 .321433
0.32 0.32 .321439
0.32 0.32 .321445
0.32 0.32 .321451
0.32 0.32 .321457
0.32 0.32 .321463
0.32 0.32 .321468
0.32 0.32 .321474
0.32 0.32 .321481
0.32 0.32 .321487
0.32 0.32 .321493
0.32 0.32 .321499
0.32 0.32 .321505
0.32 0.32 .321511
0.32 0.32 .321518
0.32 0.32 .321524
0.32 0.32 .321531
0.32 0.32 .321537
0.32 0.32 .321544
0.32 0.32 .321550
0.32 0.32 .321557
0.32 0.32 .321563
0.32 0.32 .321570
0.32 0.32 .321577
0.32 0.32 .321584
0.32 0.32 .321591
0.32 0.32 .321598
0.32 0.32 .321604
0.32 0.32 .321611
0.32 0.32 .321619
0.32 0.32 .321626
0.32 0.32 .321633
0.32 0.32 .321640
0.32 0.32 .321647
0.32 0.32 .321655
0.32 0.32 .321662
0.32 0.32 .321670
0.32 0.32 .321677
0.32 0.32 .321685
0.32 0.32 .321692
0.32 0.32 .321700
0.32 0.32 .321708
0.32 0.32 .321715
0.32 0.32 .321723
0.32 0.32 .321731
0.32 0.32 .321739
0.32 0.32 .321747
0.32 0.32 .321755
0.32 0.32 .321763
0.32 0.32 .321772
0.32 0.32 .321780
0.32 0.32 .321788
0.32 0.32 .321796
0.32 0.32 .321805
0.32 0.32 .321813
0.32 0.32 .321822
0.32 0.32 .321831
0.32 0.32 .321839
0.32 0.32 .321848
0.32 0.32 .321857
0.32 0.32 .321866
0.32 0.32 .321875
0.32 0.32 .321884
0.32 0.32 .321893
0.32 0.32 .321902
0.32 0.32 .321911
0.32 0.32 .321921
0.32 0.32 .321930
0.32 0.32 .321939
0.32 0.32 .321949
0.32 0.32 .321958
0.32 0.32 .321968
0.32 0.32 .321978
0.32 0.32 .321988
0.32 0.32 .321997
0.32 0.32 .322007
0.32 0.32 .322017
0.32 0.32 .322028
0.32 0.32 .322038
0.32 0.32 .322048
0.32 0.32 .322058
0.32 0.32 .322069
0.32 0.32 .322079
0.32 0.32 .322090
0.32 0.32 .322100
0.32 0.32 .322111
0.32 0.32 .322122
0.32 0.32 .322133
0.32 0.32 .322144
0.32 0.32 .322155
0.32 0.32 .322166
0.32 0.32 .322177
0.32 0.32 .322188
0.32 0.32 .322200
0.32 0.32 .322211
0.32 0.32 .322223
0.32 0.32 .322235
0.32 0.32 .322246
0.32 0.32 .322258
0.32 0.32 .322270
0.32 0.32 .322282
0.32 0.32 .322294
0.32 0.32 .322307
0.32 0.32 .322319
0.32 0.32 .322331
0.32 0.32 .322344
0.32 0.32 .322356
0.32 0.32 .322369
0.32 0.32 .322382
0.32 0.32 .322395
0.32 0.32 .322408
0.32 0.32 .322421
0.32 0.32 .322434
0.32 0.32 .322447
0.32 0.32 .322461
0.32 0.32 .322474
0.32 0.32 .322488
0.32 0.32 .322502
0.32 0.32 .322515
0.32 0.32 .322529
0.32 0.32 .322544
0.32 0.32 .322558
0.32 0.32 .322572
0.32 0.32 .322586
0.32 0.32 .322601
0.32 0.32 .322616
0.32 0.32 .322630
0.32 0.32 .322645
0.32 0.32 .322660
0.32 0.32 .322675
0.32 0.32 .322691
0.32 0.32 .322706
0.32 0.32 .322721
0.32 0.32 .322737
0.32 0.32 .322753
0.32 0.32 .322769
0.32 0.32 .322785
0.32 0.32 .322801
0.32 0.32 .322817
0.32 0.32 .322834
0.32 0.32 .322850
0.32 0.32 .322867
0.32 0.32 .322884
0.32 0.32 .322901
0.32 0.32 .322918
0.32 0.32 .322935
0.32 0.32 .322952
0.32 0.32 .322970
0.32 0.32 .322988
0.32 0.32 .323006
0.32 0.32 .323024
0.32 0.32 .323042
0.32 0.32 .323060
0.32 0.32 .323079
0.32 0.32 .323097
0.32 0.32 .323116
0.32 0.32 .323135
0.32 0.32 .323154
0.32 0.32 .323173
0.32 0.32 .323193
0.32 0.32 .323212
0.32 0.32 .323232
0.32 0.32 .323252
0.32 0.32 .323272
0.32 0.32 .323293
0.32 0.32 .323313
0.32 0.32 .323334
0.32 0.32 .323355
0.32 0.32 .323376
0.32 0.32 .323397
0.32 0.32 .323389
0.32 0.32 .323382
0.32 0.32 .323374
0.32 0.32 .323367
0.32 0.32 .323359
0.32 0.32 .323352
0.32 0.32 .323345
0.32 0.32 .323338
0.32 0.32 .323331
0.32 0.32 .323325
0.32 0.32 .323318
0.32 0.32 .323311
0.32 0.32 .323305
0.32 0.32 .323299
0.32 0.32 .323292
0.32 0.32 .323286
0.32 0.32 .323280
0.32 0.32 .323274
0.32 0.32 .323269
0.32 0.32 .323263
0.32 0.32 .323257
0.32 0.32 .323252
0.32 0.32 .323247
0.32 0.32 .323241
0.32 0.32 .323236
0.32 0.32 .323231
0.32 0.32 .323226
0.32 0.32 .323221
0.32 0.32 .323216
0.32 0.32 .323212
0.32 0.32 .323207
0.32 0.32 .323203
0.32 0.32 .323198
0.32 0.32 .323194
0.32 0.32 .323189
0.32 0.32 .323185
0.32 0.32 .323181
0.32 0.32 .323177
0.32 0.32 .323173
0.32 0.32 .323170
0.32 0.32 .323166
0.32 0.32 .323162
0.32 0.32 .323159
0.32 0.32 .323155
0.32 0.32 .323152
0.32 0.32 .323149
0.32 0.32 .323145
0.32 0.32 .323142
0.32 0.32 .323139
0.32 0.32 .323136
0.32 0.32 .323134
0.32 0.32 .323131
0.32 0.32 .323128
0.32 0.32 .323125
0.32 0.32 .323123
0.32 0.32 .323120
0.32 0.32 .323118
0.32 0.32 .323116
0.32 0.32 .323114
0.32 0.32 .323111
0.32 0.32 .323109
0.32 0.32 .323107
0.32 0.32 .323106
0.32 0.32 .323104
0.32 0.32 .323102
0.32 0.32 .323100
0.32 0.32 .323099
0.32 0.32 .323097
0.32 0.32 .323096
0.32 0.32 .323095
0.32 0.32 .323093
0.32 0.32 .323092
0.32 0.32 .323091
0.32 0.32 .323090
0.32 0.32 .323089
0.32 0.32 .323088
0.32 0.32 .323087
0.32 0.32 .323087
0.32 0.32 .323086
0.32 0.32 .323085
0.32 0.32 .323085
0.32 0.32 .323085
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323084
0.32 0.32 .323085
0.32 0.32 .323085
0.32 0.32 .323086
0.32 0.32 .323086
0.32 0.32 .323087
0.32 0.32 .323088
0.32 0.32 .323088
0.32 0.32 .323089
0.32 0.32 .323090
0.32 0.32 .323091
0.32 0.32 .323092
0.32 0.32 .323094
0.32 0.32 .323095
0.32 0.32 .323096
0.32 0.32 .323098
0.32 0.32 .323099
0.32 0.32 .323101
0.32 0.32 .323103
0.32 0.32 .323104
0.32 0.32 .323106
0.32 0.32 .323108
0.32 0.32 .323110
0.32 0.32 .323112
0.32 0.32 .323114
0.32 0.32 .323117
0.32 0.32 .323119
0.32 0.32 .323121
0.32 0.32 .323124
0.32 0.32 .323126
0.32 0.32 .323129
0.32 0.32 .323132
0.32 0.32 .323135
0.32 0.32 .323137
0.32 0.32 .323140
0.32 0.32 .323144
0.32 0.32 .323147
0.32 0.32 .323150
0.32 0.32 .323153
0.32 0.32 .323157
0.32 0.32 .323160
0.32 0.32 .323164
0.32 0.32 .323167
0.32 0.32 .323171
0.32 0.32 .323175
0.32 0.32 .323179
0.32 0.32 .323183
0.32 0.32 .323187
0.32 0.32 .323191
0.32 0.32 .323196
0.32 0.32 .323200
0.32 0.32 .323205
0.32 0.32 .323209
0.32 0.32 .323214
0.32 0.32 .323219
0.32 0.32 .323224
0.32 0.32 .323229
0.32 0.32 .323234
0.32 0.32 .323239
0.32 0.32 .323244
0.32 0.32 .323250
0.32 0.32 .323255
0.32 0.32 .323261
0.32 0.32 .323266
0.32 0.32 .323272
0.32 0.32 .323278
0.32 0.32 .323284
0.32 0.32 .323290
0.32 0.32 .323296
0.32 0.32 .323303
0.32 0.32 .323309
0.32 0.32 .323316
0.32 0.32 .323322
0.32 0.32 .323329
0.32 0.32 .323336
0.32 0.32 .323343
0.32 0.32 .323350
0.32 0.32 .323358
0.32 0.32 .323365
0.32 0.32 .323343
0.32 0.32 .323321
0.32 0.32 .323300
0.32 0.32 .323279
0.32 0.32 .323258
0.32 0.32 .323237
0.32 0.32 .323216
0.32 0.32 .323196
0.32 0.32 .323175
0.32 0.32 .323155
0.32 0.32 .323135
0.32 0.32 .323116
0.32 0.32 .323096
0.32 0.32 .323077
0.32 0.32 .323057
0.32 0.32 .323038
0.32 0.32 .323019
0.32 0.32 .323000
0.32 0.32 .322982
0.32 0.32 .322963
0.32 0.32 .322945
0.32 0.32 .322927
0.32 0.32 .322909
0.32 0.32 .322891
0.32 0.32 .322873
0.32 0.32 .322855
0.32 0.32 .322838
0.32 0.32 .322821
0.32 0.32 .322804
0.32 0.32 .322786
0.32 0.32 .322770
0.32 0.32 .322753
0.32 0.32 .322736
0.32 0.32 .322720
0.32 0.32 .322703
0.32 0.32 .322687
0.32 0.32 .322671
0.32 0.32 .322655
0.32 0.32 .322639
0.32 0.32 .322624
0.32 0.32 .322608
0.32 0.32 .322593
0.32 0.32 .322577
0.32 0.32 .322562
0.32 0.32 .322547
0.32 0.32 .322532
0.32 0.32 .322517
0.32 0.32 .322503
0.32 0.32 .322488
0.32 0.32 .322473
0.32 0.32 .322459
0.32 0.32 .322445
0.32 0.32 .322431
0.32 0.32 .322417
0.32 0.32 .322403
0.32 0.32 .322389
0.32 0.32 .322375
0.32 0.32 .322361
0.32 0.32 .322348
0.32 0.32 .322335
0.32 0.32 .322321
0.32 0.32 .322308
0.32 0.32 .322295
0.32 0.32 .322282
0.32 0.32 .322269
0.32 0.32 .322256
0.32 0.32 .322243
0.32 0.32 .322231
0.32 0.32 .322218
0.32 0.32 .322206
0.32 0.32 .322194
0.32 0.32 .322181
0.32 0.32 .322169
0.32 0.32 .322157
0.32 0.32 .322145
0.32 0.32 .322133
0.32 0.32 .322121
0.32 0.32 .322110
0.32 0.32 .322098
0.32 0.32 .322087
0.32 0.32 .322075
0.32 0.32 .322064
0.32 0.32 .322052
0.32 0.32 .322041
0.32 0.32 .322030
0.32 0.32 .322019
0.32 0.32 .322008
0.32 0.32 .321997
0.32 0.32 .321987
0.32 0.32 .321976
0.32 0.32 .321965
0.32 0.32 .321955
0.32 0.32 .321944
0.32 0.32 .321934
0.32 0.32 .321923
0.32 0.32 .321913
0.32 0.32 .321903
0.32 0.32 .321893
0.32 0.32 .321883
0.32 0.32 .321873
0.32 0.32 .321863
0.32 0.32 .321853
0.32 0.32 .321843
0.32 0.32 .321834
0.32 0.32 .321824
0.32 0.32 .321815
0.32 0.32 .321805
0.32 0.32 .321796
0.32 0.32 .321786
0.32 0.32 .321777
0.32 0.32 .321768
0.32 0.32 .321759
0.32 0.32 .321750
0.32 0.32 .321741
0.32 0.32 .321732
0.32 0.32 .321723
0.32 0.32 .321714
0.32 0.32 .321705
0.32 0.32 .321697
0.32 0.32 .321688
0.32 0.32 .321680
0.32 0.32 .321671
0.32 0.32 .321663
0.32 0.32 .321654
0.32 0.32 .321646
0.32 0.32 .321638
0.32 0.32 .321629
0.32 0.32 .321621
0.32 0.32 .321613
0.32 0.32 .321605
0.32 0.32 .321597
0.32 0.32 .321589
0.32 0.32 .321581
0.32 0.32 .321574
0.32 0.32 .321566
0.32 0.32 .321558
0.32 0.32 .321551
0.32 0.32 .321543
0.32 0.32 .321535
0.32 0.32 .321528
0.32 0.32 .321520
0.32 0.32 .321513
0.32 0.32 .321506
0.32 0.32 .321498
0.32 0.32 .321491
0.32 0.32 .321484
0.32 0.32 .321477
0.32 0.32 .321470
0.32 0.32 .321463
0.32 0.32 .321456
0.32 0.32 .321449
0.32 0.32 .321442
0.32 0.32 .321435
0.32 0.32 .321428
0.32 0.32 .321422
0.32 0.32 .321415
0.32 0.32 .321408
0.32 0.32 .321402
0.32 0.32 .321395
0.32 0.32 .321389
0.32 0.32 .321382
0.32 0.32 .321376
0.32 0.32 .321369
0.32 0.32 .321363
0.32 0.32 .321357
0.32 0.32 .321351
0.32 0.32 .321344
0.32 0.32 .321338
0.32 0.32 .321332
0.32 0.32 .321326
0.32 0.32 .321320
0.32 0.32 .321314
0.32 0.32 .321308
0.32 0.32 .321302
0.32 0.32 .321296
0.32 0.32 .321290
0.32 0.32 .321285
0.32 0.32 .321279
0.32 0.32 .321273
0.32 0.32 .321267
0.32 0.32 .321262
0.32 0.32 .321256
0.32 0.32 .321251
0.32 0.32 .321245
0.32 0.32 .321240
0.32 0.32 .321234
0.32 0.32 .321229
0.32 0.32 .321224
0.32 0.32 .321218
0.32 0.32 .321213
0.32 0.32 .321208
0.32 0.32 .321202
0.32 0.32 .321197
0.32 0.32 .321192
0.32 0.32 .321187
0.32 0.32 .321182
0.32 0.32 .321177
0.32 0.32 .321172
0.32 0.32 .321167
0.32 0.32 .321162
0.32 0.32 .321157
0.32 0.32 .321152
0.32 0.32 .321147
0.32 0.32 .321143
0.32 0.32 .321138
0.32 0.32 .321133
0.32 0.32 .321128
0.32 0.32 .321124
0.32 0.32 .321119
0.32 0.32 .321114
0.32 0.32 .321110
0.32 0.32 .321105
0.32 0.32 .321101
0.32 0.32 .321096
0.32 0.32 .321092
0.32 0.32 .321087
0.32 0.32 .321083
0.32 0.32 .321079
0.32 0.32 .321074
0.32 0.32 .321070
0.32 0.32 .321066
0.32 0.32 .321062
0.32 0.32 .321057
0.32 0.32 .321053
0.32 0.32 .321049
0.32 0.32 .321045
0.32 0.32 .321041
0.32 0.32 .321037
0.32 0.32 .321033
0.32 0.32 .321029
0.32 0.32 .321025
0.32 0.32 .321021
0.32 0.32 .321017
0.32 0.32 .321013
0.32 0.32 .321009
0.32 0.32 .321005
0.32 0.32 .321001
0.32 0.32 .320998
0.32 0.32 .320994
0.32 0.32 .320990
0.32 0.32 .320986
0.32 0.32 .320983
0.32 0.32 .320979
0.32 0.32 .320976
0.32 0.32 .320972
0.32 0.32 .320968
0.32 0.32 .320965
0.32 0.32 .320961
0.32 0.32 .320958
0.32 0.32 .320954
0.32 0.32 .320951
0.32 0.32 .320947
0.32 0.32 .320944
0.32 0.32 .320941
0.32 0.32 .320937
0.32 0.32 .320934
0.32 0.32 .320931
0.32 0.32 .320927
0.32 0.32 .320924
0.32 0.32 .320921
0.32 0.32 .320918
0.32 0.32 .320914
0.32 0.32 .320911
0.32 0.32 .320908
0.32 0.32 .320905
0.32 0.32 .320902
0.32 0.32 .320899
0.32 0.32 .320896
0.32 0.32 .320893
0.32 0.32 .320890
0.32 0.32 .320887
0.32 0.32 .320884
0.32 0.32 .320881
0.32 0.32 .320878
0.32 0.32 .320875
0.32 0.32 .320872
0.32 0.32 .320869
0.32 0.32 .320866
0.32 0.32 .320863
0.32 0.32 .320860
0.32 0.32 .320858
0.32 0.32 .320855
0.32 0.32 .320852
0.32 0.32 .320849
0.32 0.32 .320847
0.32 0.32 .320844
0.32 0.32 .320841
0.32 0.32 .320839
0.32 0.32 .320836
0.32 0.32 .320833
0.32 0.32 .320831
0.32 0.32 .320828
0.32 0.32 .320826
0.32 0.32 .320823
0.32 0.32 .320821
0.32 0.32 .320818
0.32 0.32 .320816
0.32 0.32 .320813
0.32 0.32 .320811
0.32 0.32 .320808
0.32 0.32 .320806
0.32 0.32 .320804
0.32 0.32 .320801
0.32 0.32 .320799
0.32 0.32 .320796
0.32 0.32 .320794
0.32 0.32 .320792
0.32 0.32 .320790
0.32 0.32 .320787
0.32 0.32 .320785
0.32 0.32 .320783
0.32 0.32 .320781
0.32 0.32 .320778
0.32 0.32 .320776
0.32 0.32 .320774
0.32 0.32 .320772
0.32 0.32 .320770
0.32 0.32 .320768
0.32 0.32 .320766
0.32 0.32 .320763
0.32 0.32 .320761
0.32 0.32 .320759
0.32 0.32 .320757
0.32 0.32 .320755
0.32 0.32 .320753
0.32 0.32 .320751
0.32 0.32 .320749
0.32 0.32 .320747
0.32 0.32 .320745
0.32 0.32 .320744
0.32 0.32 .320742
0.32 0.32 .320740
0.32 0.32 .320738
0.32 0.32 .320736
0.32 0.32 .320734
0.32 0.32 .320732
0.32 0.32 .320730
0.32 0.32 .320729
0.32 0.32 .320727
0.32 0.32 .320725
0.32 0.32 .320723
0.32 0.32 .320722
0.32 0.32 .320720
0.32 0.32 .320718
0.32 0.32 .320716
0.32 0.32 .320715
0.32 0.32 .320713
0.32 0.32 .320711
0.32 0.32 .320710
0.32 0.32 .320708
0.32 0.32 .320706
0.32 0.32 .320705
0.32 0.32 .320703
0.32 0.32 .320702
0.32 0.32 .320700
0.32 0.32 .320699
0.32 0.32 .320697
0.32 0.32 .320695
0.32 0.32 .320694
0.32 0.32 .320692
0.32 0.32 .320691
0.32 0.32 .320689
